NS	GO_ID	dcnt	Depth	human_IC	mouse_IC	fly_IC	Diversity_IC	human_GeneCount	mouse_GeneCount	fly_GeneCount	Diversity_GeneCount	Name
BP	GO:1905916	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of cell differentiation involved in phenotypic switching
BP	GO:1905917	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of cell differentiation involved in phenotypic switching
BP	GO:1905919	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of CoA-transferase activity
BP	GO:1905920	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of CoA-transferase activity
BP	GO:1905937	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of germ cell proliferation
BP	GO:1905938	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of germ cell proliferation
BP	GO:1905958	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of cellular response to alcohol
BP	GO:1905959	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of cellular response to alcohol
CC	GO:1990007	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	membrane stack
BP	GO:1990010	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	compound eye retinal cell apoptotic process
BP	GO:1990019	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	protein storage vacuole organization
CC	GO:1990032	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	parallel fiber
BP	GO:1990044	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	protein localization to lipid droplet
CC	GO:1990060	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	maltose transport complex
CC	GO:1990061	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	bacterial degradosome
MF	GO:1990080	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	2-phenylethylamine receptor activity
BP	GO:1990086	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	lens fiber cell apoptotic process
CC	GO:1990111	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	spermatoproteasome complex
BP	GO:1990113	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	RNA polymerase I assembly
BP	GO:1990114	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	RNA polymerase II core complex assembly
BP	GO:1990115	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	RNA polymerase III assembly
CC	GO:1990133	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	molybdopterin cofactor (Moco) biosynthesis adenylyltransferase complex
CC	GO:1990154	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	enzyme IIA-maltose transporter complex
BP	GO:1990155	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	Dsc E3 ubiquitin ligase complex assembly
MF	GO:1990165	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	single-strand break-containing DNA binding
BP	GO:1990169	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	stress response to copper ion
BP	GO:1990170	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	stress response to cadmium ion
BP	GO:1990171	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	SCF complex disassembly in response to cadmium stress
BP	GO:1990185	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of lymphatic vascular permeability
BP	GO:1990186	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of lymphatic vessel size
CC	GO:1990191	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cobalamin transport complex
CC	GO:1990193	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	BtuCD complex
CC	GO:1990197	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	methionine-importing ABC transporter complex
CC	GO:1990199	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	MsbA transporter complex
CC	GO:1990222	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	ProVWX complex
MF	GO:1990224	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	NMN phosphatase activity
BP	GO:1990256	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	signal clustering
BP	GO:1990262	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	anti-Mullerian hormone signaling pathway
MF	GO:1990276	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	RNA 5'-methyltransferase activity
BP	GO:1990359	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	stress response to zinc ion
CC	GO:1990360	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	PKM2 protein kinase complex
CC	GO:1990361	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	PKM2 pyruvate kinase complex
MF	GO:1990380	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	K48-linked deubiquitinase activity
BP	GO:1990395	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	meiotic spindle pole body organization
MF	GO:1990407	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	calcitonin gene-related peptide binding
MF	GO:1990409	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	adrenomedullin binding
BP	GO:1990416	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to brain-derived neurotrophic factor stimulus
MF	GO:1990424	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	protein arginine kinase activity
BP	GO:1990532	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	stress response to nickel ion
MF	GO:1990583	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	phospholipase D activator activity
CC	GO:1990612	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	Sad1-Kms1 LINC complex
MF	GO:1990634	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	protein phosphatase 5 binding
CC	GO:1990635	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	proximal dendrite
BP	GO:1990641	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	response to iron ion starvation
BP	GO:1990643	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to granulocyte colony-stimulating factor
BP	GO:1990656	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	t-SNARE clustering
MF	GO:1990714	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	hydroxyproline O-galactosyltransferase activity
MF	GO:1990715	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	mRNA CDS binding
MF	GO:1990738	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	pseudouridine 5'-phosphatase activity
CC	GO:1990742	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	microvesicle
BP	GO:1990743	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	protein sialylation
BP	GO:1990751	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	Schwann cell chemotaxis
BP	GO:1990765	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	colon smooth muscle contraction
BP	GO:1990770	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	small intestine smooth muscle contraction
MF	GO:1990782	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	protein tyrosine kinase binding
BP	GO:1990786	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to dsDNA
CC	GO:1990812	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	growth cone filopodium
BP	GO:1990813	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	meiotic centromeric cohesion protection in anaphase I
MF	GO:1990814	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	DNA/DNA annealing activity
MF	GO:1990817	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	poly(A) RNA polymerase activity
BP	GO:1990820	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	response to mitotic DNA integrity checkpoint signaling
MF	GO:1990825	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	sequence-specific mRNA binding
MF	GO:1990829	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	C-rich single-stranded DNA binding
BP	GO:1990830	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to leukemia inhibitory factor
MF	GO:1990837	49	6	0.0	0.0	0.0	0.0	0	0	0	0.0	sequence-specific double-stranded DNA binding
BP	GO:1990854	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	vacuole-ER tethering
MF	GO:1990856	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	methionyl-initiator methionine tRNA binding
BP	GO:1990869	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to chemokine
MF	GO:1990888	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	2-polyprenyl-6-hydroxyphenol O-methyltransferase activity
MF	GO:1990889	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	H4K20me3 modified histone binding
BP	GO:1990910	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	response to hypobaric hypoxia
BP	GO:1990928	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	response to amino acid starvation
MF	GO:1990930	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	mRNA N1-methyladenosine dioxygenase activity
MF	GO:1990931	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	mRNA N6-methyladenosine dioxygenase activity
MF	GO:1990932	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	5.8S rRNA binding
MF	GO:1990955	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	G-rich single-stranded DNA binding
BP	GO:1990961	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	xenobiotic detoxification by transmembrane export across the plasma membrane
MF	GO:1990970	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	trans-activation response element binding
BP	GO:1990974	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	actin-dependent nuclear migration
MF	GO:1990984	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	tRNA demethylase activity
BP	GO:2000004	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of metanephric S-shaped body morphogenesis
BP	GO:2000006	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of metanephric comma-shaped body morphogenesis
BP	GO:2000008	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of protein localization to cell surface
BP	GO:2000019	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of male gonad development
BP	GO:2000020	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of male gonad development
BP	GO:2000022	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of jasmonic acid mediated signaling pathway
BP	GO:2000025	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of leaf formation
BP	GO:2000029	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of proanthocyanidin biosynthetic process
BP	GO:2000031	4	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of salicylic acid mediated signaling pathway
BP	GO:2000032	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of secondary shoot formation
BP	GO:2000038	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of stomatal complex development
BP	GO:2000039	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of trichome morphogenesis
BP	GO:2000043	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of cardiac cell fate specification
BP	GO:2000047	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of cell-cell adhesion mediated by cadherin
BP	GO:2000067	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of root morphogenesis
BP	GO:2000068	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of defense response to insect
BP	GO:2000069	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of post-embryonic root development
BP	GO:2000071	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of defense response by callose deposition
BP	GO:2000074	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of type B pancreatic cell development
BP	GO:2000087	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of mesonephric glomerulus development
BP	GO:2000102	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of mammary stem cell proliferation
BP	GO:2000103	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of mammary stem cell proliferation
BP	GO:2000106	53	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of leukocyte apoptotic process
BP	GO:2000118	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of sodium-dependent phosphate transport
BP	GO:2000137	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of cell proliferation involved in heart morphogenesis
BP	GO:2000138	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of cell proliferation involved in heart morphogenesis
BP	GO:2000155	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of cilium-dependent cell motility
BP	GO:2000156	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of retrograde vesicle-mediated transport, Golgi to ER
BP	GO:2000172	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of branching morphogenesis of a nerve
BP	GO:2000178	5	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of neural precursor cell proliferation
BP	GO:2000179	5	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of neural precursor cell proliferation
BP	GO:2000191	20	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of fatty acid transport
BP	GO:2000195	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of female gonad development
BP	GO:2000196	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of female gonad development
BP	GO:2000198	4	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of ribonucleoprotein complex localization
BP	GO:2000199	4	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of ribonucleoprotein complex localization
BP	GO:2000209	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of anoikis
BP	GO:2000226	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of pancreatic A cell differentiation
BP	GO:2000229	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of pancreatic stellate cell proliferation
BP	GO:2000252	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of feeding behavior
BP	GO:2000253	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of feeding behavior
BP	GO:2000254	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of male germ cell proliferation
BP	GO:2000269	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of fibroblast apoptotic process
BP	GO:2000282	24	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of cellular amino acid biosynthetic process
BP	GO:2000288	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of myoblast proliferation
BP	GO:2000333	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of blood microparticle formation
BP	GO:2000334	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of blood microparticle formation
BP	GO:2000335	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of endothelial microparticle formation
BP	GO:2000345	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of hepatocyte proliferation
BP	GO:2000348	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of CD40 signaling pathway
BP	GO:2000362	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of prostaglandin-E synthase activity
BP	GO:2000363	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of prostaglandin-E synthase activity
BP	GO:2000372	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of DNA topoisomerase (ATP-hydrolyzing) activity
BP	GO:2000373	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity
BP	GO:2000375	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of oxygen metabolic process
BP	GO:2000376	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of oxygen metabolic process
BP	GO:2000378	7	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of reactive oxygen species metabolic process
BP	GO:2000379	6	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of reactive oxygen species metabolic process
BP	GO:2000388	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of antral ovarian follicle growth
BP	GO:2000466	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of glycogen (starch) synthase activity
BP	GO:2000467	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of glycogen (starch) synthase activity
BP	GO:2000469	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of peroxidase activity
BP	GO:2000470	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of peroxidase activity
BP	GO:2000471	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of hematopoietic stem cell migration
BP	GO:2000477	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of metanephric podocyte development
BP	GO:2000490	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of hepatic stellate cell activation
BP	GO:2000491	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of hepatic stellate cell activation
BP	GO:2000496	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of cell proliferation involved in compound eye morphogenesis
BP	GO:2000497	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of cell proliferation involved in compound eye morphogenesis
BP	GO:2000504	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of blood vessel remodeling
BP	GO:2000532	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of renal albumin absorption
BP	GO:2000536	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of entry of bacterium into host cell
BP	GO:2000589	4	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of metanephric mesenchymal cell migration
BP	GO:2000593	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of metanephric DCT cell differentiation
BP	GO:2000594	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of metanephric DCT cell differentiation
BP	GO:2000596	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of optic nerve formation
BP	GO:2000597	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of optic nerve formation
BP	GO:2000606	5	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of cell proliferation involved in mesonephros development
BP	GO:2000610	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of thyroid hormone generation
BP	GO:2000611	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of thyroid hormone generation
BP	GO:2000638	5	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of SREBP signaling pathway
BP	GO:2000641	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of early endosome to late endosome transport
BP	GO:2000644	5	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of receptor catabolic process
BP	GO:2000647	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of stem cell proliferation
BP	GO:2000648	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of stem cell proliferation
BP	GO:2000657	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of apolipoprotein binding
BP	GO:2000658	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of apolipoprotein binding
BP	GO:2000678	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of transcription regulatory region DNA binding
BP	GO:2000679	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of transcription regulatory region DNA binding
BP	GO:2000689	4	6	0.0	0.0	0.0	0.0	0	0	0	0.0	actomyosin contractile ring assembly actin filament organization
BP	GO:2000696	15	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of epithelial cell differentiation involved in kidney development
BP	GO:2000706	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of dense core granule biogenesis
BP	GO:2000707	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of dense core granule biogenesis
BP	GO:2000733	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation
BP	GO:2000737	8	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of stem cell differentiation
BP	GO:2000738	7	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of stem cell differentiation
BP	GO:2000739	5	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of mesenchymal stem cell differentiation
BP	GO:2000773	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of cellular senescence
BP	GO:2000774	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of cellular senescence
BP	GO:2000790	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of mesenchymal cell proliferation involved in lung development
BP	GO:2000794	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of epithelial cell proliferation involved in lung morphogenesis
BP	GO:2000808	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of synaptic vesicle clustering
BP	GO:2000809	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of synaptic vesicle clustering
BP	GO:2000810	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of bicellular tight junction assembly
BP	GO:2000818	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of myoblast proliferation
BP	GO:2000822	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of behavioral fear response
BP	GO:2000826	9	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of heart morphogenesis
BP	GO:2000874	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of glyoxylate cycle
BP	GO:2000889	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cellodextrin metabolic process
BP	GO:2000891	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cellobiose metabolic process
BP	GO:2000894	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cellotriose catabolic process
BP	GO:2000900	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cyclodextrin metabolic process
BP	GO:2000903	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	cellooligosaccharide catabolic process
BP	GO:2000930	5	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of cellobiose metabolic process
BP	GO:2000943	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of amylopectin metabolic process
BP	GO:2000944	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of amylopectin metabolic process
BP	GO:2000945	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of amylopectin catabolic process
BP	GO:2000960	5	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of cellooligosaccharide metabolic process
BP	GO:2000977	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of forebrain neuron differentiation
BP	GO:2000984	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of ATP citrate synthase activity
BP	GO:2000985	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of ATP citrate synthase activity
BP	GO:2001015	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of skeletal muscle cell differentiation
BP	GO:2001016	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of skeletal muscle cell differentiation
BP	GO:2001017	5	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of retrograde axon cargo transport
BP	GO:2001029	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of cellular glucuronidation
BP	GO:2001039	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of cellular response to drug
BP	GO:2001040	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of cellular response to drug
BP	GO:2001044	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of integrin-mediated signaling pathway
BP	GO:2001050	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of tendon cell differentiation
BP	GO:2001051	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of tendon cell differentiation
BP	GO:2001053	14	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of mesenchymal cell apoptotic process
BP	GO:2001059	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	D-tagatose 6-phosphate catabolic process
BP	GO:2001061	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	D-glycero-D-manno-heptose 7-phosphate biosynthetic process
BP	GO:2001074	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of metanephric ureteric bud development
BP	GO:2001109	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of lens epithelial cell proliferation
BP	GO:2001113	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of cellular response to hepatocyte growth factor stimulus
BP	GO:2001114	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of cellular response to hepatocyte growth factor stimulus
BP	GO:2001116	4	6	0.0	0.0	0.0	0.0	0	0	0	0.0	methanopterin-containing compound biosynthetic process
BP	GO:2001117	7	6	0.0	0.0	0.0	0.0	0	0	0	0.0	tetrahydromethanopterin metabolic process
BP	GO:2001123	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	maltoheptaose catabolic process
BP	GO:2001135	6	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of endocytic recycling
BP	GO:2001138	14	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of phospholipid transport
BP	GO:2001143	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	N-methylnicotinate transport
BP	GO:2001151	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of renal water transport
BP	GO:2001176	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of mediator complex assembly
BP	GO:2001213	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of vasculogenesis
BP	GO:2001214	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of vasculogenesis
BP	GO:2001222	8	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of neuron migration
BP	GO:2001233	58	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of apoptotic signaling pathway
BP	GO:2001260	3	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of semaphorin-plexin signaling pathway
BP	GO:2001264	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of C-C chemokine binding
BP	GO:2001265	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of C-C chemokine binding
BP	GO:2001281	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of muscle cell chemotaxis toward tendon cell
BP	GO:2001291	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	codeine metabolic process
BP	GO:2001301	2	6	0.0	0.0	0.0	0.0	0	0	0	0.0	lipoxin biosynthetic process
BP	GO:2001309	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	gliotoxin catabolic process
BP	GO:2001316	1	6	0.0	0.0	0.0	0.0	0	0	0	0.0	kojic acid metabolic process
BP	GO:0006594	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	urea cycle
BP	GO:0006871	0	6	0.0	0.0	0.0	0.0	0	0	0	0.0	urea cycle
